Melt temperature,Mold temperature,SKx - Closing force,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,SVo - Shot volume,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,CPn - Screw position at the end of hold pressure,quality
106.237,81.476,911.4,146.6,913.3,18.76,6.968,3.29,74.8,927.5,110.9,101.3,8.81,2.0
141.136,80.947,921.0,145.6,918.0,18.71,6.968,3.13,74.8,936.7,123.8,110.0,8.86,2.0
106.143,81.199,908.4,145.6,929.7,18.68,6.968,3.19,74.83,927.6,117.2,107.1,8.89,2.0
106.189,81.146,913.1,145.5,920.9,18.71,6.968,3.17,74.82,925.4,120.2,106.5,8.85,2.0
106.248,81.237,913.8,145.8,915.9,18.74,6.968,3.23,74.83,928.6,115.4,103.8,8.82,2.0
106.026,80.974,920.4,145.6,916.5,18.74,6.864,3.14,74.8,937.4,117.8,108.9,8.83,2.0
106.305,81.281,914.2,145.7,913.0,18.74,6.864,3.2,74.82,929.1,116.3,103.5,8.83,2.0
106.282,81.385,913.4,145.8,917.7,18.76,6.864,3.2,74.83,930.0,119.0,104.7,8.81,2.0
105.87,80.84,918.8,145.9,923.6,18.71,6.968,3.23,74.83,935.8,119.6,108.3,8.86,2.0
106.332,81.322,907.7,146.3,914.8,18.72,6.968,3.23,74.83,925.6,119.9,104.4,8.85,2.0
106.36,81.38,919.7,145.4,912.0,18.74,6.968,3.23,74.81,936.7,115.7,104.1,8.83,2.0
106.236,81.329,909.7,146.7,913.3,18.76,6.968,3.19,74.82,927.5,114.8,105.7,8.8,2.0
106.3,81.339,912.0,146.0,911.2,18.79,6.968,3.28,74.83,928.0,115.4,102.5,8.77,2.0
106.258,81.229,910.3,145.6,913.8,18.73,6.968,3.19,74.82,928.0,122.3,106.1,8.84,2.0
106.181,81.424,911.6,145.7,908.1,18.72,6.968,3.25,74.81,926.0,112.1,104.0,8.85,2.0
106.273,81.395,910.7,146.4,916.2,18.78,6.968,3.27,74.8,926.7,116.0,103.9,8.79,2.0
106.337,81.258,912.5,146.3,913.4,18.72,6.968,3.2,74.81,928.9,116.6,105.5,8.84,2.0
110.223,81.081,921.2,147.5,923.1,18.67,7.747999999999999,3.1,74.84,936.7,126.4,113.0,8.9,2.0
106.221,81.328,908.6,146.8,906.9,18.76,6.968,3.25,74.81,927.1,115.7,103.0,8.81,2.0
106.316,81.441,910.3,145.3,908.1,18.76,7.124,3.25,74.81,927.8,111.5,103.5,8.81,2.0
106.246,81.376,910.1,146.4,908.8,18.8,6.968,3.26,74.82,928.7,116.0,103.4,8.77,2.0
106.048,81.261,912.5,146.0,916.7,18.71,6.864,3.2,74.8,927.5,116.6,106.1,8.86,2.0
106.398,81.312,920.6,145.9,912.7,18.72,6.864,3.25,74.82,938.7,113.0,102.3,8.85,2.0
90.34,81.094,917.5,145.2,943.0,18.59,7.851999999999999,3.08,74.81,937.0,130.3,111.8,8.98,2.0
106.05,81.389,911.4,146.3,914.1,18.73,6.968,3.21,74.79,925.8,118.1,107.7,8.83,2.0
105.924,80.861,921.4,145.6,916.7,18.69,6.864,3.16,74.83,937.4,120.8,109.6,8.88,2.0
106.309,81.397,907.3,146.6,908.5,18.76,6.968,3.29,74.81,925.2,114.8,103.4,8.81,2.0
106.169,81.303,916.9,145.4,909.3,18.74,7.124,3.19,74.81,938.0,113.9,104.6,8.83,2.0
106.298,81.38,918.8,145.4,908.7,18.75,6.968,3.27,74.81,936.3,115.1,104.1,8.81,2.0
105.854,80.751,916.9,146.0,921.6,18.72,6.968,3.2,74.82,932.8,122.9,112.3,8.85,2.0
106.281,81.295,886.1,146.3,918.6,18.78,6.968,3.23,74.8,902.4,116.9,102.3,8.79,2.0
105.906,81.169,910.3,145.1,935.8,18.63,6.968,3.14,74.82,924.3,116.3,106.6,8.94,2.0
106.175,81.294,911.4,145.4,927.1,18.69,6.968,3.18,74.81,928.2,118.4,106.1,8.88,2.0
106.11,81.314,907.5,145.8,905.1,18.77,6.968,3.25,74.81,925.8,114.2,103.2,8.79,2.0
106.434,81.39,884.1,146.6,916.9,18.78,7.124,3.19,74.81,900.7,113.0,104.0,8.79,2.0
106.184,81.295,908.6,145.1,933.6,18.68,6.968,3.16,74.8,927.6,120.5,106.4,8.88,2.0
106.319,81.293,917.5,146.6,908.7,18.77,6.864,3.26,74.82,935.6,119.0,104.4,8.8,2.0
105.822,80.833,917.9,146.6,918.7,18.72,6.968,3.19,74.83,934.5,124.7,110.5,8.85,2.0
106.275,81.287,910.8,146.5,916.5,18.74,6.968,3.23,74.81,928.2,118.1,104.4,8.83,2.0
106.302,81.343,910.5,147.0,911.3,18.78,6.968,3.25,74.82,928.4,116.3,104.0,8.79,2.0
105.979,81.038,903.3,145.8,919.3,18.7,6.968,3.13,74.82,918.6,116.9,105.9,8.87,2.0
106.294,81.336,909.4,145.6,911.2,18.74,6.864,3.23,74.8,927.8,115.7,103.8,8.83,2.0
106.211,81.466,910.1,145.4,904.4,18.75,6.968,3.21,74.81,926.9,113.6,103.4,8.82,2.0
106.394,81.429,878.0,146.1,916.2,18.75,7.124,3.22,74.83,897.0,118.7,104.3,8.82,2.0
106.282,81.303,911.4,146.0,913.5,18.74,6.968,3.24,74.81,926.7,121.7,106.6,8.82,2.0
105.982,81.237,908.8,146.5,910.6,18.73,6.968,3.19,74.82,925.8,116.0,103.5,8.84,2.0
106.31,81.392,921.0,145.6,906.9,18.83,6.968,3.29,74.83,938.5,114.2,100.4,8.74,2.0
81.747,80.737,915.3,147.1,909.2,18.73,6.968,3.37,74.81,931.7,116.6,104.6,8.83,2.0
106.217,81.397,910.3,145.8,911.2,18.75,6.968,3.24,74.81,924.5,116.0,104.2,8.81,2.0
105.968,81.034,921.4,148.4,917.2,18.7,6.864,3.14,74.83,938.9,120.2,110.5,8.87,2.0
106.337,81.382,912.3,148.7,904.8,18.76,6.968,3.3,74.81,927.5,117.8,103.4,8.8,2.0
106.192,81.369,910.3,145.6,901.7,18.76,6.968,3.28,74.81,928.2,112.4,103.7,8.8,2.0
105.988,81.04,920.4,147.2,931.5,18.61,6.864,3.11,74.81,937.2,122.0,110.7,8.96,2.0
106.322,81.45,909.0,146.7,904.6,18.77,6.968,3.29,74.84,926.7,115.7,104.2,8.8,2.0
85.441,81.177,919.7,145.5,922.5,18.67,7.851999999999999,3.1,74.81,939.4,127.6,109.9,8.9,2.0
106.131,81.381,908.8,145.9,910.2,18.77,6.968,3.24,74.81,924.5,124.1,106.7,8.8,2.0
106.073,81.266,908.1,146.5,911.8,18.76,6.968,3.2,74.8,925.8,123.8,105.6,8.8,2.0
106.341,81.328,918.0,145.3,895.1,18.79,6.968,3.29,74.82,935.8,115.7,102.3,8.78,2.0
140.641,81.183,918.2,145.7,930.8,18.62,7.851999999999999,3.12,74.82,937.0,118.7,109.9,8.95,2.0
106.374,81.293,916.7,145.7,902.8,18.76,6.968,3.3,74.81,937.4,114.8,102.9,8.81,2.0
106.223,81.348,909.0,145.3,921.4,18.71,6.968,3.22,74.82,927.8,115.4,104.1,8.86,2.0
106.287,81.326,884.1,145.9,915.5,18.77,6.968,3.22,74.82,900.9,119.9,105.5,8.8,2.0
105.782,80.865,897.2,146.4,905.3,18.76,7.124,3.27,74.82,914.0,119.6,103.4,8.81,2.0
106.338,81.457,910.3,146.2,910.1,18.76,6.968,3.19,74.81,926.0,112.7,104.6,8.81,2.0
106.16,81.096,920.6,145.6,932.7,18.67,7.124,3.1,74.8,937.6,116.3,109.6,8.9,2.0
105.772,80.91,897.7,145.8,910.3,18.77,6.864,3.28,74.81,914.4,112.1,102.9,8.8,2.0
106.167,81.274,910.5,145.7,932.8,18.69,6.968,3.2,74.84,926.3,122.3,105.6,8.87,2.0
106.257,81.384,909.9,146.6,911.2,18.75,6.968,3.18,74.82,926.7,122.0,105.2,8.82,2.0
106.304,81.398,910.3,147.0,920.8,18.75,7.124,3.21,74.8,923.9,113.9,104.5,8.81,2.0
106.23,81.274,909.7,146.8,905.6,18.8,6.968,3.27,74.8,927.6,116.3,103.4,8.77,2.0
105.923,80.954,902.9,145.7,919.9,18.74,6.968,3.19,74.82,919.5,116.6,105.7,8.83,2.0
106.217,81.385,913.4,146.4,910.8,18.78,6.968,3.25,74.82,928.9,118.1,104.2,8.79,2.0
105.782,80.787,915.6,145.5,905.8,18.74,6.968,3.28,74.82,933.5,114.5,105.0,8.83,2.0
106.18,81.446,909.2,145.5,917.5,18.76,6.968,3.27,74.83,926.3,112.4,102.9,8.8,2.0
106.248,81.296,914.0,145.6,910.4,18.75,6.968,3.2,74.8,930.6,117.5,106.0,8.81,2.0
105.975,80.897,920.4,146.1,918.8,18.7,6.864,3.13,74.81,937.8,120.2,109.0,8.87,2.0
106.375,81.401,918.6,146.8,902.1,18.72,6.968,3.31,74.81,938.0,114.8,101.1,8.84,2.0
106.325,81.285,921.5,146.4,897.6,18.78,6.968,3.31,74.81,938.3,111.5,101.6,8.79,2.0
106.171,81.372,908.6,145.6,911.4,18.77,6.968,3.23,74.82,926.0,121.1,104.2,8.8,2.0
103.769,81.097,921.7,146.1,918.7,18.69,7.955999999999999,3.14,74.83,939.1,117.8,110.3,8.88,2.0
106.384,81.398,909.6,146.6,912.1,18.81,6.968,3.24,74.8,926.2,114.5,104.3,8.76,2.0
106.236,81.365,918.2,146.3,913.3,18.74,6.864,3.22,74.79,935.0,114.8,102.4,8.83,2.0
106.169,81.143,921.9,145.3,927.2,18.66,7.332,3.11,74.81,938.7,118.7,110.2,8.91,2.0
101.323,81.055,917.7,145.3,921.0,18.67,7.228,3.16,74.81,939.1,121.4,111.3,8.9,2.0
106.33,81.503,912.1,145.7,906.2,18.76,6.968,3.24,74.82,930.0,116.9,104.0,8.81,2.0
106.153,81.172,909.6,145.3,920.6,18.72,6.968,3.17,74.81,926.9,121.1,106.2,8.85,2.0
106.228,81.29,916.9,145.7,914.3,18.72,6.968,3.19,74.81,934.3,119.9,104.4,8.84,2.0
106.155,81.333,908.3,146.4,905.3,18.77,6.968,3.29,74.82,926.5,119.0,103.2,8.79,2.0
106.248,81.415,913.2,144.9,906.8,18.78,7.124,3.23,74.81,927.6,114.2,103.3,8.79,2.0
105.991,81.103,921.7,146.5,926.1,18.68,6.864,3.13,74.83,936.7,127.9,114.9,8.88,2.0
106.427,81.306,881.1,146.5,904.7,18.76,7.124,3.22,74.81,896.8,112.1,103.8,8.81,2.0
105.942,81.137,908.1,145.5,927.4,18.7,6.968,3.14,74.82,924.3,116.6,106.8,8.87,2.0
106.248,81.32,913.1,145.2,918.0,18.75,6.968,3.22,74.81,928.2,119.6,104.6,8.82,2.0
105.863,80.766,916.2,147.1,896.6,18.78,6.864,3.4,74.82,935.6,118.1,104.7,8.78,2.0
132.74,80.934,918.2,146.4,913.0,18.69,6.968,3.14,74.81,936.5,126.4,109.7,8.88,2.0
106.234,81.384,907.9,146.7,913.8,18.77,7.02,3.26,74.81,925.8,109.7,102.3,8.8,2.0
106.203,81.338,910.1,145.9,901.5,18.81,6.968,3.24,74.83,929.9,114.5,104.5,8.76,2.0
105.963,81.02,908.6,146.2,922.2,18.69,7.124,3.16,74.81,921.7,128.5,110.2,8.88,2.0
106.232,81.26,911.6,146.3,910.2,18.75,6.864,3.2,74.83,928.6,117.2,104.7,8.81,2.0
106.264,81.323,912.7,146.0,922.7,18.78,6.968,3.24,74.81,927.1,122.9,104.0,8.79,2.0
106.439,81.432,879.1,146.5,912.6,18.77,6.968,3.21,74.82,894.8,118.7,106.4,8.8,2.0
106.317,81.408,913.4,146.6,914.2,18.75,6.968,3.2,74.82,929.3,120.8,105.9,8.81,2.0
106.309,81.327,911.4,145.6,907.9,18.81,6.968,3.27,74.82,928.0,119.6,103.7,8.76,2.0
104.929,79.129,911.8,146.8,906.8,18.73,7.955999999999999,3.16,74.81,928.6,123.5,110.1,8.84,2.0
106.097,81.316,913.1,147.6,915.2,18.72,6.968,3.22,74.79,927.8,117.2,105.5,8.84,2.0
106.238,81.393,910.1,147.2,905.2,18.78,6.968,3.25,74.82,928.0,111.5,103.5,8.78,2.0
106.294,81.297,916.0,145.6,907.7,18.83,7.02,3.25,74.81,934.1,119.0,104.5,8.74,2.0
106.17,81.16,912.0,147.3,913.5,18.82,6.968,3.2,74.8,930.6,116.3,106.2,8.75,2.0
106.228,81.257,912.1,145.1,909.5,18.77,6.968,3.27,74.82,927.3,109.1,102.7,8.8,2.0
105.826,80.943,900.1,145.9,912.0,18.74,6.968,3.23,74.81,915.3,120.2,105.5,8.82,2.0
106.196,81.317,913.4,145.9,913.0,18.77,6.968,3.23,74.81,929.1,117.5,107.5,8.8,2.0
106.25,81.39,916.9,147.2,919.4,18.74,6.968,3.22,74.84,936.5,113.0,101.9,8.82,2.0
106.266,81.431,884.1,145.7,915.8,18.74,7.124,3.16,74.81,900.7,117.8,103.9,8.83,2.0
121.653,80.896,919.5,145.9,921.8,18.66,6.864,3.15,74.79,937.0,119.0,110.4,8.91,2.0
105.992,81.166,909.7,146.0,916.1,18.74,6.968,3.18,74.82,926.0,117.2,107.8,8.83,2.0
106.29,81.307,913.8,146.4,910.6,18.77,6.968,3.23,74.81,927.8,118.7,104.4,8.8,2.0
106.224,81.338,912.3,146.1,915.2,18.71,6.968,3.17,74.8,926.9,115.7,106.4,8.86,2.0
106.153,81.291,911.4,145.6,923.7,18.73,6.968,3.19,74.82,925.6,113.0,103.7,8.84,2.0
106.184,81.435,907.9,146.6,891.5,18.8,6.864,3.34,74.8,925.4,115.4,101.6,8.77,2.0
106.264,81.349,908.4,145.8,909.3,18.76,6.968,3.26,74.81,926.0,115.4,104.2,8.81,2.0
106.22,81.308,914.4,145.3,915.1,18.77,6.968,3.22,74.81,931.1,108.5,101.4,8.8,2.0
106.419,81.42,880.6,145.7,911.1,18.78,6.968,3.23,74.8,898.3,118.1,104.8,8.78,2.0
105.967,81.126,907.7,145.7,917.6,18.73,7.02,3.22,74.83,923.8,119.6,104.4,8.83,2.0
106.521,81.371,881.0,146.1,930.5,18.64,6.968,3.17,74.82,898.5,120.8,106.5,8.93,2.0
106.258,81.255,910.7,145.6,914.9,18.74,6.968,3.2,74.81,927.6,120.2,105.5,8.83,2.0
106.247,81.317,913.6,145.5,905.9,18.75,6.864,3.25,74.79,930.0,121.1,103.8,8.82,2.0
106.36,81.351,920.4,146.2,906.0,18.75,6.968,3.29,74.82,939.1,116.3,103.0,8.82,2.0
106.022,81.109,921.0,146.5,922.4,18.66,7.955999999999999,3.12,74.8,938.5,121.1,111.8,8.91,2.0
106.424,81.386,883.7,146.0,914.1,18.76,6.968,3.2,74.81,899.6,125.5,106.2,8.81,2.0
105.973,81.151,906.4,147.2,928.1,18.65,6.968,3.16,74.81,923.9,109.1,103.2,8.92,2.0
106.517,81.426,882.6,146.7,916.0,18.76,6.968,3.13,74.82,900.0,118.1,108.1,8.81,2.0
106.241,81.379,913.8,145.9,920.9,18.73,6.968,3.21,74.8,929.9,112.4,104.3,8.83,2.0
105.797,80.802,917.3,145.5,921.8,18.71,6.864,3.2,74.8,936.5,117.8,107.8,8.86,2.0
106.136,81.18,911.4,146.5,912.1,18.75,6.968,3.21,74.8,927.8,111.8,103.8,8.82,2.0
106.341,81.339,909.4,145.7,920.2,18.81,6.968,3.27,74.8,926.5,118.7,101.7,8.76,2.0
106.368,81.31,910.7,145.6,904.1,18.78,6.968,3.3,74.81,928.7,115.1,102.6,8.78,2.0
105.871,80.799,915.8,146.1,916.5,18.7,6.916,3.19,74.81,933.7,121.7,107.3,8.87,2.0
106.173,81.199,910.3,147.4,921.7,18.73,6.968,3.21,74.82,925.6,117.5,103.9,8.84,2.0
106.205,81.39,918.0,147.6,912.7,18.74,6.968,3.25,74.81,938.0,116.0,104.5,8.83,2.0
106.04,81.006,920.1,145.9,925.9,18.66,6.968,3.13,74.82,937.4,127.3,111.8,8.9,2.0
106.279,81.385,920.3,146.5,911.3,18.71,6.864,3.23,74.82,935.4,115.4,104.5,8.86,2.0
105.968,81.029,907.0,146.9,919.0,18.7,6.968,3.16,74.83,922.7,116.3,104.7,8.86,2.0
108.712,80.777,917.9,145.9,909.8,18.73,6.968,3.24,74.81,933.0,116.9,108.5,8.84,2.0
105.795,80.775,926.3,145.9,891.5,18.82,6.968,3.44,74.81,943.5,116.9,97.3,8.75,2.0
106.159,81.394,908.4,145.5,914.9,18.72,7.124,3.2,74.8,925.8,119.9,105.5,8.85,2.0
106.136,81.396,907.0,145.7,906.0,18.8,6.968,3.3,74.8,923.9,113.6,102.7,8.77,2.0
106.253,81.296,912.1,147.0,912.0,18.75,6.968,3.21,74.83,930.4,116.9,105.8,8.82,2.0
106.226,81.369,916.6,145.6,915.5,18.71,6.968,3.22,74.82,934.5,117.2,105.4,8.86,2.0
106.257,81.328,911.0,146.0,914.7,18.71,6.968,3.22,74.8,925.4,115.4,106.1,8.86,2.0
106.327,81.356,910.7,145.8,903.0,18.79,6.968,3.27,74.83,927.5,111.2,102.0,8.78,2.0
106.068,81.066,919.3,146.9,912.4,18.68,6.968,3.14,74.81,939.3,117.2,109.2,8.89,2.0
106.108,81.212,910.7,146.3,916.0,18.71,6.968,3.14,74.83,926.9,122.9,104.9,8.85,2.0
106.324,81.329,912.3,146.8,917.9,18.73,7.02,3.2,74.82,929.7,115.7,105.4,8.84,2.0
106.282,81.294,911.6,146.0,909.4,18.75,6.968,3.2,74.82,927.8,116.9,104.6,8.82,2.0
106.21,81.397,913.2,146.7,916.2,18.73,6.968,3.19,74.81,927.5,120.8,103.8,8.84,2.0
106.033,81.077,918.2,145.3,912.1,18.71,7.851999999999999,3.17,74.81,937.4,118.4,109.0,8.85,2.0
106.164,81.221,908.8,146.7,921.3,18.71,6.968,3.2,74.81,926.5,113.6,104.5,8.86,2.0
106.235,81.328,912.5,145.8,906.0,18.79,6.968,3.23,74.83,928.7,115.1,103.3,8.78,2.0
104.758,78.996,886.1,145.1,841.3,19.03,6.188,3.38,74.86,909.6,116.6,105.0,8.54,2.0
106.376,81.285,911.6,145.3,911.5,18.71,6.968,3.2,74.81,926.5,121.7,106.3,8.86,2.0
106.254,81.252,916.2,145.4,910.6,18.74,6.968,3.2,74.82,934.5,114.2,104.4,8.83,2.0
105.978,80.894,921.2,146.8,913.6,18.71,6.968,3.15,74.81,938.5,120.2,109.9,8.86,2.0
106.246,81.25,914.4,145.9,931.9,18.72,6.968,3.17,74.83,927.5,116.0,106.1,8.85,2.0
106.256,81.421,908.6,146.4,909.1,18.76,6.968,3.28,74.83,925.2,111.8,103.2,8.8,2.0
106.304,81.392,911.6,145.3,903.0,18.77,6.864,3.29,74.82,926.0,117.2,102.1,8.8,2.0
105.999,81.07,921.2,146.2,925.3,18.67,7.851999999999999,3.1,74.81,937.0,126.7,111.1,8.9,2.0
121.383,81.155,917.9,145.9,915.6,18.69,7.851999999999999,3.17,74.83,936.5,121.4,106.9,8.88,2.0
106.195,81.342,909.6,146.3,912.9,18.74,6.968,3.25,74.81,929.7,124.9,105.1,8.82,2.0
106.208,81.241,906.8,146.1,916.0,18.77,6.968,3.2,74.82,925.1,114.2,104.7,8.79,2.0
106.109,81.281,907.0,145.3,920.5,18.74,7.02,3.16,74.81,926.5,116.9,105.1,8.83,2.0
106.033,81.137,909.7,145.5,916.7,18.71,6.968,3.15,74.8,924.3,117.8,106.1,8.86,2.0
106.22,81.334,909.2,146.5,909.0,18.75,6.968,3.2,74.81,926.7,111.2,102.7,8.81,2.0
106.253,81.379,913.8,146.8,908.0,18.74,6.968,3.22,74.85,928.9,119.0,105.0,8.83,2.0
106.316,81.402,914.5,146.3,913.6,18.77,6.968,3.21,74.81,930.0,117.2,105.5,8.8,2.0
106.157,81.039,921.0,146.2,916.7,18.69,6.968,3.13,74.81,939.3,115.7,107.6,8.88,2.0
106.322,81.362,914.0,146.7,907.2,18.8,6.968,3.22,74.81,931.0,117.8,106.0,8.77,2.0
105.832,80.971,901.6,145.9,916.3,18.74,6.968,3.2,74.8,919.9,117.2,104.6,8.83,2.0
106.521,81.407,880.8,146.9,915.2,18.75,6.968,3.23,74.81,896.5,113.3,104.5,8.82,2.0
106.096,81.221,912.1,145.3,923.0,18.72,6.968,3.17,74.82,928.4,118.4,105.2,8.85,2.0
106.19,81.24,910.3,145.5,922.7,18.72,6.968,3.16,74.81,926.7,115.7,104.7,8.85,2.0
106.147,81.209,910.3,147.1,913.9,18.76,6.968,3.2,74.83,926.0,115.4,105.8,8.81,2.0
105.796,80.722,918.0,146.3,896.5,18.75,6.968,3.29,74.82,934.6,116.3,105.9,8.81,2.0
105.987,81.123,909.9,145.2,928.2,18.68,6.968,3.14,74.8,925.2,119.0,105.4,8.89,2.0
106.277,81.12,910.7,145.7,913.1,18.8,6.968,3.23,74.8,924.7,111.5,104.1,8.77,2.0
106.348,81.457,913.8,146.4,906.1,18.77,6.968,3.23,74.83,929.3,117.2,105.5,8.79,2.0
106.252,81.238,919.0,146.2,920.8,18.75,6.968,3.2,74.81,935.9,113.9,104.8,8.82,2.0
106.247,81.338,918.6,145.3,916.2,18.74,6.864,3.19,74.82,935.0,113.9,104.6,8.83,2.0
105.758,80.864,900.9,146.4,918.6,18.78,6.968,3.23,74.81,915.5,116.6,104.1,8.78,2.0
106.534,81.384,880.0,146.6,912.0,18.78,6.968,3.2,74.81,896.3,113.6,104.9,8.79,2.0
106.176,81.357,910.7,145.4,904.2,18.74,6.968,3.21,74.81,926.5,118.7,106.4,8.82,2.0
106.282,81.4,913.1,145.7,911.7,18.74,6.864,3.19,74.82,929.7,113.9,105.5,8.83,2.0
105.872,80.919,921.7,145.8,909.6,18.68,6.864,3.14,74.81,938.2,123.5,110.2,8.89,2.0
106.196,81.337,912.9,145.4,910.6,18.76,7.124,3.21,74.8,927.3,117.2,106.5,8.81,2.0
106.282,81.329,909.9,146.4,906.4,18.77,6.968,3.25,74.82,928.0,122.3,105.2,8.8,2.0
106.068,81.313,911.0,145.7,923.7,18.73,7.124,3.2,74.81,929.5,114.8,104.6,8.83,2.0
106.017,80.955,921.0,145.5,915.6,18.71,6.968,3.12,74.81,937.0,125.2,111.0,8.86,2.0
106.156,81.313,913.2,145.7,914.2,18.78,6.968,3.24,74.81,927.5,115.4,102.9,8.78,2.0
106.369,81.415,918.0,146.3,912.4,18.76,6.864,3.26,74.81,937.8,114.2,103.4,8.8,2.0
140.605,81.102,920.4,145.3,916.3,18.69,7.332,3.14,74.8,938.2,119.9,110.0,8.88,2.0
106.253,81.357,883.0,145.9,915.0,18.78,6.968,3.19,74.82,899.4,117.5,105.7,8.79,2.0
106.107,81.384,911.8,145.6,906.7,18.75,6.864,3.2,74.81,927.8,116.6,104.7,8.82,2.0
106.218,81.324,916.7,146.3,912.6,18.78,6.968,3.2,74.81,933.4,117.2,106.0,8.79,2.0
106.133,81.09,920.1,145.7,916.2,18.68,7.851999999999999,3.13,74.81,938.9,119.6,109.0,8.88,2.0
106.223,81.337,913.1,145.3,912.6,18.8,6.968,3.26,74.81,927.1,113.0,102.9,8.77,2.0
106.038,81.09,919.5,146.4,910.4,18.68,6.864,3.13,74.81,937.8,118.1,109.1,8.88,2.0
106.02,81.096,907.9,146.3,917.7,18.73,6.968,3.14,74.81,923.9,116.6,107.2,8.84,2.0
106.344,81.239,908.4,146.2,911.2,18.76,6.968,3.22,74.82,923.8,125.2,105.8,8.81,2.0
106.304,81.249,917.5,146.3,912.3,18.73,6.968,3.23,74.84,935.0,109.4,101.2,8.83,2.0
106.402,81.354,917.3,145.4,910.0,18.71,6.864,3.2,74.82,934.3,117.2,105.3,8.86,2.0
110.874,81.231,920.3,145.6,923.1,18.66,7.851999999999999,3.1,74.81,938.2,123.5,112.1,8.91,2.0
106.147,81.336,913.4,146.0,911.1,18.74,7.124,3.23,74.8,927.6,122.6,105.2,8.83,2.0
106.266,81.249,914.9,146.5,900.3,18.77,6.968,3.3,74.81,929.7,110.3,100.8,8.8,2.0
106.288,81.394,922.3,146.7,912.4,18.75,6.968,3.25,74.83,940.2,113.0,104.0,8.81,2.0
106.351,81.357,911.8,147.2,911.8,18.76,6.968,3.25,74.81,927.5,117.2,104.4,8.81,2.0
106.278,81.327,911.0,147.1,900.0,18.78,6.864,3.27,74.82,928.0,113.6,102.2,8.79,2.0
106.146,81.398,913.2,146.7,901.8,18.8,6.968,3.27,74.83,927.8,112.1,103.3,8.77,2.0
106.287,81.349,921.2,145.7,907.6,18.77,6.968,3.27,74.81,937.6,112.7,101.8,8.8,2.0
105.928,80.928,919.9,145.7,930.6,18.67,6.864,3.22,74.8,936.9,116.6,108.0,8.9,2.0
106.22,81.325,917.3,145.2,907.1,18.7,6.968,3.2,74.8,935.6,124.4,103.7,8.87,2.0
106.258,81.341,913.6,146.3,912.5,18.72,6.968,3.22,74.81,928.6,115.1,106.5,8.84,2.0
106.284,81.354,919.9,147.2,902.5,18.77,6.864,3.23,74.83,936.7,116.6,104.9,8.8,2.0
106.326,81.374,916.0,147.1,903.3,18.82,6.968,3.28,74.81,934.6,117.8,102.2,8.75,2.0
106.23,81.234,908.3,146.4,917.1,18.7,6.968,3.19,74.81,925.6,121.1,105.1,8.87,2.0
106.134,81.339,911.6,147.8,915.5,18.71,6.968,3.25,74.83,925.4,109.7,102.2,8.85,2.0
106.152,81.415,910.7,146.9,913.3,18.75,6.968,3.23,74.81,926.7,117.5,103.2,8.82,2.0
135.454,80.897,920.8,146.4,912.6,18.7,6.864,3.11,74.81,939.1,121.1,109.0,8.87,2.0
106.283,81.426,885.9,148.5,915.9,18.77,7.124,3.22,74.82,901.6,117.2,105.0,8.79,2.0
106.273,81.337,916.4,146.1,921.0,18.75,6.968,3.23,74.81,934.1,111.8,103.2,8.82,2.0
106.043,81.146,908.4,146.5,921.2,18.69,6.968,3.19,74.83,924.9,115.7,104.3,8.88,2.0
106.139,81.288,912.5,145.8,915.1,18.74,6.968,3.18,74.82,927.1,118.4,105.2,8.83,2.0
106.293,81.295,912.1,146.2,912.4,18.72,6.968,3.2,74.84,925.4,121.7,106.9,8.85,2.0
106.249,81.399,912.5,145.0,911.0,18.77,6.864,3.23,74.8,928.9,117.2,102.9,8.8,2.0
106.269,81.454,908.6,145.5,916.8,18.75,6.968,3.24,74.8,925.1,114.8,105.5,8.81,2.0
106.439,81.423,878.4,146.2,917.5,18.79,6.968,3.22,74.8,896.6,114.2,105.5,8.77,2.0
106.038,81.24,909.7,145.5,915.4,18.75,6.968,3.19,74.8,923.8,120.5,106.9,8.82,2.0
105.858,80.692,915.1,146.4,898.7,18.73,6.864,3.32,74.81,931.7,120.2,106.6,8.84,2.0
106.386,81.403,910.1,147.8,907.3,18.75,6.864,3.26,74.81,925.4,113.9,102.4,8.82,2.0
106.242,81.308,912.9,145.9,910.2,18.76,6.968,3.22,74.81,928.2,113.9,105.0,8.81,2.0
106.239,81.364,910.1,145.9,917.8,18.78,6.968,3.26,74.81,925.2,116.9,103.6,8.79,2.0
106.222,81.36,913.6,145.6,907.8,18.73,6.968,3.27,74.82,929.1,113.0,103.1,8.84,2.0
105.987,81.06,923.0,145.5,910.5,18.67,6.864,3.13,74.8,938.3,116.9,109.8,8.89,2.0
106.284,81.341,909.6,145.3,918.6,18.75,6.968,3.19,74.82,924.1,122.9,105.4,8.82,2.0
106.357,81.307,910.7,148.3,911.3,18.7,6.864,3.2,74.8,926.2,119.3,106.0,8.87,2.0
106.25,81.344,911.6,145.8,904.6,18.81,6.968,3.28,74.82,926.5,116.6,102.8,8.76,2.0
106.26,81.37,909.9,146.2,909.2,18.76,6.968,3.24,74.83,927.8,120.5,107.0,8.81,2.0
106.202,81.404,917.3,148.5,908.9,18.75,6.916,3.23,74.83,935.0,112.7,102.6,8.82,2.0
